	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"38956_at"	10	344	10	1049	10	10	10	10	10	10	10	358	520	265	10	607	550	144	635	98	115	458	10	10	616	162	915	10	10	55	10	223	196	526	148	10	464	69	10	156	548	765	1001	811	10	470	370	267	84	10	749	1236	55	10	10	10	10	10	10	10	10	77	10	247	105	10	38	78	635	10	608	283
"38960_at"	87.1	498	339	635	10	10	10	10	10	182	10	10	117	110	214	548	605	10	10	10	309	10	10	10	488	117	354	10	583	549	10	10	673	84	10	492	349	304	10	10	153	471	10	10	10	10	10	226	10	10	10	320	10	10	10	10	10	10	10	23	1105	10	749	10	10	10	79	10	10	10	10	10
"39208_i_at"	10	59	21	31	10	11	54	98	95	12	102	34	37	14	10	19	10	250	279	87	10	93	10	95	92	56	21	10	40	10	81	28	127	27	124	128	107	133	127	65	64	10	1037	21	254	74	1232	30	15243	52	71	74	11674	1744	198	2549	2124	440	1426	272	884	10	8031	345	950	11479	129	244	10	75	653	10
"39209_r_at"	25.8	27	133	43	97	10	23	60	10	69	88	10	10	10	10	51	70	73	51	118	130	64	16	10	48	10	67	65	38	10	67	119	73	157	70	110	92	58	157	138	10	70	266	10	108	92	198	122	8965	175	67	51	6396	601	10	1446	1634	87	1381	103	424	66	1738	269	241	6596	10	10	103	178	119	151
"39211_at"	73.5	10	735	10	10	10	10	10	10	10	10	10	323	10	10	10	970	10	10	10	414	10	10	10	544	137	10	283	482	49	206	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	536	10	92	10	10	10	10	10	10	10	386	10	10	10	10	233	10	62	533	254	864	163	59	10	10	10
"39221_at"	159.6	560	55	1726	14	699	423	82	291	490	456	336	1138	10	41	10	16	428	586	10	10	677	325	199	608	15	126	607	970	122	10	733	944	1701	85	142	409	2260	311	395	521	3289	840	1007	10	113	10	10	10	10	10	107	10	10	10	174	10	10	10	10	222	10	10	659	572	88	10	10	509	10	10	10
"39237_at"	10	48	10	10	456	10	10	50	10	10	10	10	10	10	10	10	10	10	10	10	31	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	22	10	10	10	10	10	10	10	394	207	10	853	10	1010	1205	10	592	904	485	10	10	700	137	2534	12	1213	1989	10	145	661	10	10	1395	10	10	10
"39250_at"	39.9	10	31	350	10	113	10	10	61	52	10	20	363	34	10	10	22	81	71	117	52	10	143	10	30	10	10	10	126	10	10	105	34	183	10	20	10	87	11	77	10	10	10	56	309	10	10	10	10	10	30	10	77	91	10	10	10	1502	10	10	205	10	470	10	13	396	229	10	36	10	196	21
"39252_at"	10	387	10	10	10	98	60	10	10	100	10	10	170	12	10	10	144	47	34	92	128	10	10	59	10	10	243	10	10	10	10	112	56	76	24	86	10	10	130	31	372	42	85	10	337	273	220	77	205	66	449	10	279	84	10	63	10	10	10	10	10	105	10	10	86	22	10	10	21	10	260	10
"39286_at"	867.2	2475	2478	651	10	786	756	10	2039	69	447	73	10	297	997	765	2225	2955	423	1003	832	902	632	422	472	2975	10	343	10	101	10	2133	2933	10	226	1218	132	3211	791	10	10	258	466	736	10	10	10	10	10	10	10	10	10	43	10	10	10	10	10	10	10	27	10	10	648	10	228	10	10	10	10	10
"39296_at"	295.5	197	10	89	10	67	331	198	528	356	471	10	110	104	373	640	10	210	196	294	328	649	148	10	217	10	199	218	10	95	88	132	145	10	10	283	141	10	10	749	10	376	14	487	167	12	10	10	51	168	10	10	36	871	10	10	10	10	10	10	10	28	10	10	10	10	58	10	10	10	10	10
"39311_at"	452.7	10	10	10	711	10	10	592	518	10	10	10	10	10	10	10	10	10	10	10	10	10	535	10	10	10	10	10	10	10	475	10	68	10	10	10	10	382	10	10	10	361	713	10	695	444	10	698	447	305	648	10	10	10	796	712	10	10	606	10	10	353	10	752	52	782	584	893	689	10	10	464
"39318_at"	15880	16000	2423	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	16000	15161	16000	138	16000	16000	655	16000	16000	15347	11140	6890	15737	16000	16000	12604	4758	1228	750	15283	15562	1458	530	274	852	10	229	478	21	330	575	898	5653	574	656	443	492	692	202	52	501	794	536	633	453	804	253	492	495	219
"39566_at"	10	27	10	10	45	10	29	10	52	10	10	10	10	10	10	10	16	10	69	10	10	20	10	34	17	119	10	10	27	10	10	10	10	134	85	10	10	10	10	10	779	148	10	78	451	458	766	158	216	540	786	237	779	1698	10	758	233	536	393	471	759	1039	1461	715	219	316	990	658	66	10	231	18
"39571_at"	86.6	74	10	10	10	71	135	46	10	21	15	10	172	10	10	10	10	10	107	269	10	10	119	10	10	10	118	19	10	10	10	69	13	10	10	87	10	71	10	196	292	119	128	10	57	37	10	148	46	71	159	10	57	10	10	105	62	105	10	258	275	275	10	62	10	60	272	262	10	10	78	19
"39575_at"	1095.6	10	251	10	10	34	1401	1472	10	10	717	10	10	114	10	10	10	10	10	10	10	26	117	10	10	26	10	10	10	10	10	10	10	42	20	10	10	10	10	10	10	10	10	10	72	10	10	10	10	10	10	10	10	10	10	10	84	71	10	26	10	10	10	10	25	36	10	10	10	10	10	10
"39576_at"	795.9	590	10	10	262	467	579	524	514	10	233	10	10	111	253	1629	10	10	10	105	27	417	169	268	10	10	26	275	10	10	180	10	10	10	10	10	10	10	73	27	187	182	42	17	10	10	10	10	163	10	10	17	333	53	10	10	338	10	109	148	92	10	10	10	110	10	10	10	10	10	10	10
"39588_at"	45.9	10	10	168	10	10	10	10	10	10	10	10	10	34	392	10	10	10	26	10	10	192	10	10	10	10	10	10	10	10	10	10	235	10	10	10	10	10	10	115	350	10	430	10	10	10	315	10	10	10	10	510	10	10	10	10	10	10	10	10	10	10	10	346	287	10	10	10	1576	10	10	10
"39593_at"	10	10	10	10	10	10	10	10	10	10	10	10	194	10	10	10	10	10	10	10	10	10	10	10	10	10	10	322	10	10	10	10	302	3462	101	213	10	23	10	10	1498	10	3496	10	10	302	10	56	10	10	10	1175	10	10	10	10	10	327	608	10	2358	21	909	1130	14347	18	10	10	7508	330	315	10
"39602_at"	228.8	272	10	783	266	539	256	151	47	1318	10	1054	604	10	10	10	10	341	1111	144	100	10	25	122	10	10	10	10	10	10	10	117	131	522	69	10	10	10	10	85	10	10	10	447	10	83	10	10	10	10	10	17	10	10	406	10	101	183	10	10	10	10	10	10	194	10	28	135	10	10	10	10
"39610_at"	10	10	10	10	10	10	10	166	10	53	10	126	10	10	10	10	10	10	10	10	10	10	27	87	10	10	10	56	10	10	10	162	70	10	10	63	10	59	10	10	10	10	151	10	84	2220	807	10	559	971	10	10	3105	4424	10	50	1098	927	10	1401	10	2033	4960	391	1307	3374	4742	962	419	916	710	10
"39611_at"	10	10	10	10	10	10	10	87	10	292	10	10	10	10	10	10	12	179	190	10	10	10	10	10	10	10	10	10	10	10	10	130	10	16	10	10	10	10	10	10	148	10	10	10	10	10	10	10	10	10	441	724	10	10	609	86	10	10	10	383	165	10	319	10	10	573	10	10	173	10	795	94
"39642_at"	742.6	359	25	67	115	422	363	10	905	283	1485	10	10	2015	698	10	10	10	10	66	10	827	10	540	98	10	10	117	10	57	46	10	73	10	250	418	10	250	36	51	10	99	10	10	10	10	10	18	65	281	77	10	10	24	10	10	10	125	10	10	10	86	10	10	109	10	10	10	38	10	10	10
"39667_at"	301.7	254	906	10	124	1229	46	846	588	457	513	372	10	517	10	17	321	166	295	397	10	1280	669	372	178	1175	270	10	222	118	53	10	10	680	945	10	10	10	10	104	182	10	333	304	1218	149	565	10	10	10	10	10	10	10	469	83	10	605	10	10	10	189	10	41	10	134	10	10	224	832	10	10
"39668_at"	10	42	10	10	10	10	41	20	10	509	10	61	10	190	10	10	10	43	146	188	10	10	10	10	10	10	10	10	10	10	10	38	90	10	10	10	10	36	10	10	508	10	10	10	377	10	10	10	10	10	91	10	10	10	326	604	288	10	124	10	10	10	765	143	1054	1156	10	649	384	10	620	10
"39669_at"	88.1	10	10	42	28	10	22	633	10	10	10	385	615	10	10	10	197	10	119	10	424	184	200	10	72	119	212	10	121	10	10	10	121	10	311	10	10	10	20	10	10	10	203	10	743	189	521	10	10	10	276	10	857	76	243	28	126	10	848	10	344	63	36	10	142	789	10	813	95	10	10	10
"39681_at"	1273.8	10	10	151	10	16	1855	10	10	10	1479	52	32	84	102	10	10	10	10	10	10	10	10	10	10	216	10	10	141	10	320	1305	4492	3685	12	10	284	1764	10	10	526	4989	10	10	410	297	636	10	465	185	10	10	279	10	10	356	1484	10	10	10	10	150	241	10	10	10	118	266	10	10	10	10
"39925_at"	10	10	10	10	10	10	10	54	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	107	10	10	10	10	76	10	10	10	10	10	260	10	10	10	10	10	2378	632	952	10	10	475	10	10	10	10	411	997	637	10	10	442	10	720	10	160	10	183	892	1340	851	10	10	10	196	10	715	747
"39936_at"	10	10	10	10	10	10	10	160	10	165	10	10	10	10	10	10	10	10	10	96	10	10	10	10	10	10	10	10	10	10	10	10	10	2067	10	10	167	10	10	10	161	10	1395	10	10	10	10	10	10	10	10	146	10	10	10	10	10	10	10	10	10	10	10	10	67	10	10	10	8204	10	310	10
"39938_g_at"	125.3	66	105	32	10	128	62	10	77	98	10	35	10	56	10	10	10	33	10	10	44	211	40	24	44	189	105	10	10	41	10	144	65	418	10	10	219	10	10	46	115	28	831	10	153	10	29	10	76	41	23	10	10	126	10	14	10	10	10	10	10	28	10	256	26	10	10	10	2565	10	33	10
"39950_at"	28.1	24	37	10	10	17	25	13	160	116	71	13	30	70	10	12	48	34	52	17	10	10	10	10	19	23	36	10	10	10	10	10	10	875	24	10	10	29	10	68	1091	10	110	10	36	125	78	10	10	10	120	61	10	25	10	239	55	99	10	66	10	10	142	1374	447	541	143	10	10	58	73	10
"39951_at"	10	10	10	10	63	202	58	127	202	11	199	10	10	176	10	294	10	50	10	128	160	144	100	125	10	17	17	10	142	10	10	10	10	200	52	10	10	10	52	76	163	10	145	23	100	10	121	10	10	10	10	31	278	681	102	82	148	136	10	10	10	205	259	10	10	177	132	230	179	176	10	10
"39954_r_at"	62.1	107	10	10	111	77	353	148	136	156	87	25	10	120	10	532	10	10	226	113	10	95	219	10	92	49	165	10	10	226	77	60	10	312	10	58	52	10	42	43	151	55	103	10	10	10	36	72	10	10	10	10	10	220	37	10	10	10	14	10	10	10	10	66	10	33	10	10	28	10	32	10
"39994_at"	721.9	10	10	27	3155	1962	283	672	79	1198	217	10	702	309	10	10	10	56	2457	226	153	10	244	163	185	2339	63	10	10	10	76	1771	264	7396	196	10	662	613	10	378	4893	10	2888	263	10	2087	390	10	10	10	10	3337	10	10	10	1566	10	1229	10	60	3409	175	2033	4659	7159	3271	671	10	4883	10	10	10
"40038_at"	10	10	10	10	255	10	10	10	85	10	1475	10	423	10	10	10	10	947	130	1679	121	293	10	296	10	10	10	10	10	306	10	10	298	1022	10	10	10	10	267	312	10	10	11	1172	528	10	10	925	10	10	10	654	10	1348	60	282	952	338	10	2139	10	10	10	10	10	1732	10	10	10	408	572	10
"40042_r_at"	34.9	1203	989	10	10	10	379	10	685	10	502	10	10	911	392	10	2376	10	10	1296	10	1261	10	467	10	638	1049	10	10	550	800	10	10	10	10	10	2243	10	3411	10	3259	10	1263	10	10	2856	4333	10	800	10	1179	10	10	4027	4907	2702	4335	5640	6545	4783	5138	2165	6485	5792	1996	1461	5056	5413	3612	4364	2057	110
"40285_at"	28.4	416	10	61	10	135	193	60	646	421	328	80	154	185	407	636	10	84	178	81	44	226	59	159	275	47	176	10	10	157	10	10	10	10	10	28	10	47	10	10	10	10	10	112	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"40286_r_at"	628	114	10	10	1030	835	1415	2598	716	707	854	10	2707	181	262	774	10	1690	2289	189	10	1114	905	43	616	10	49	35	767	553	2083	754	10	10	10	10	10	10	10	10	123	344	307	10	10	288	10	52	10	108	10	1602	10	938	10	10	10	10	196	10	529	10	103	22	2320	10	109	861	10	338	10	71
"40288_r_at"	10	10	10	10	10	10	10	152	118	10	10	173	99	10	161	23	10	10	130	94	142	74	10	10	10	15	462	10	68	10	10	10	191	295	10	10	10	10	206	261	357	10	10	10	682	222	652	19	10	10	10	10	535	10	369	210	663	563	10	569	10	10	10	10	10	10	223	10	166	652	390	376
"40303_at"	10	237	10	10	10	10	56	10	1156	10	10	10	10	10	1558	10	569	10	10	206	203	10	10	202	165	10	10	10	10	178	10	43	10	10	197	124	438	10	10	10	10	614	10	10	10	49	10	10	86	10	10	10	10	10	270	10	10	10	10	894	10	10	542	10	230	307	10	10	155	10	442	10
"40339_at"	10	10	335	10	102	39	10	424	61	125	10	335	394	10	10	16	10	10	402	10	251	198	215	77	66	263	18	10	483	201	10	10	294	10	256	28	10	674	10	186	10	773	10	10	406	10	1004	10	608	10	10	10	440	10	10	889	144	10	657	88	723	10	10	10	10	743	554	751	10	10	10	10
"40351_at"	10	223	10	201	37	10	10	10	22	10	10	10	579	743	44	10	10	10	10	607	10	10	10	10	10	128	63	26	10	10	10	336	10	319	10	58	580	126	41	645	23	183	10	538	10	10	69	225	10	10	10	10	10	556	346	10	192	10	277	59	10	10	10	17	10	750	634	10	10	10	10	10
"40367_at"	1149.9	359	1854	3802	318	635	2761	3107	10	10	1410	1716	615	10	10	76	10	241	716	10	35	60	4170	619	396	702	10	10	197	10	10	275	10	10	10	10	400	83	10	10	10	453	10	49	10	10	10	10	10	10	10	24	10	10	10	10	10	10	10	10	10	10	18	10	116	10	78	10	10	10	10	10
"40388_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	76	224	10	10	10	10	84	10	10	10	27	10	10	10	10	10	10	94	10	10	10	10	10	10	10	10	10	10	10	1853	733	10	10	123	141	663	10	326	10	10	3095	4358	4397	34	10	1515	1081	1659	1597	427	1331	146	1381	133	3050	10	10
"40390_at"	10	10	10	10	10	19	10	117	141	69	171	10	10	10	10	10	10	10	180	10	103	164	10	10	10	11	10	52	10	10	160	10	30	10	10	161	10	174	10	10	10	124	10	119	397	10	105	86	10	10	107	129	10	10	258	10	237	10	490	344	19	10	554	10	120	10	10	239	10	105	10	10
"40391_at"	10	10	10	10	10	10	10	445	76	180	10	60	10	66	10	10	10	10	293	10	202	55	10	10	10	30	30	10	93	10	10	59	10	346	10	99	10	145	10	10	605	10	10	10	594	372	202	10	10	66	305	1044	250	95	10	611	151	10	10	95	618	83	10	285	44	743	390	301	148	209	33	10
"40393_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	10	10	10	131	10	13	10	10	10	148	10	10	10	44	247	301	12	482	565	917	10	10	50	10	10	10	146	197	189	510	10	10	10	136	10	10	10	62	325	105	15	198	244	189	10	10	24	10
"40397_at"	826.2	43	10	10	10	37	10	10	10	10	216	10	466	10	10	10	10	29	10	135	1132	53	53	1214	10	45	206	10	10	10	1496	10	10	10	10	108	10	10	57	10	10	10	10	10	10	10	10	10	10	10	140	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	112
"40644_g_at"	10	10	10	10	10	10	10	10	10	325	299	10	10	10	10	10	10	10	72	10	10	336	10	147	40	99	10	10	37	10	359	10	277	10	10	10	10	10	10	10	10	10	10	10	10	410	361	235	1277	19	362	65	1300	362	10	3654	983	10	376	161	10	163	1692	10	96	2467	460	10	38	77	10	107
"40659_at"	10	10	708	2730	10	10	10	10	10	10	10	48	10	10	10	10	6714	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	254	10	10	10	10	10	10	973	10	10	10	10	156	10	10	10	10	10	10	10	10	10	10	897	10	10	10	10	10	10	10	10	10	10	10
"40661_at"	189.9	10	516	939	168	10	10	10	166	115	10	945	153	10	10	10	2324	10	10	10	98	10	10	356	10	920	10	82	217	10	10	329	112	10	12	10	10	203	553	10	10	192	10	1016	3164	10	25	10	10	515	10	10	274	10	10	156	1801	10	10	10	1318	11	224	10	10	468	10	12	10	264	10	10
"40662_g_at"	256.2	10	906	1574	10	64	10	10	129	38	10	910	25	10	10	10	3741	10	10	10	36	10	10	151	10	1120	52	17	161	10	45	539	73	10	39	10	10	241	636	10	10	71	51	1233	3517	10	136	10	111	781	192	10	645	10	39	545	1733	183	49	168	2994	94	813	496	158	754	264	199	10	454	70	134
"40669_at"	10	129	10	10	10	309	10	87	119	16	10	72	10	211	21	241	10	10	16	291	10	24	10	10	10	10	10	10	36	10	10	53	10	377	191	255	400	283	241	10	1860	147	46	10	240	10	429	610	291	182	1154	1150	396	281	402	402	368	215	435	285	1030	31	905	490	501	539	378	269	10	10	461	226
"40671_g_at"	10	10	10	10	10	10	10	10	10	10	10	10	64	10	10	10	10	10	10	10	10	10	20	10	10	99	58	168	10	10	129	10	23	1428	171	10	353	62	104	52	1073	36	1164	93	10	130	109	10	74	713	177	24	212	285	19	401	300	241	74	346	498	540	784	693	254	1205	160	116	1196	257	10	165
"40691_at"	249.3	139	310	424	481	65	860	929	362	661	1067	445	493	102	205	2349	10	108	750	94	17	464	176	119	10	10	99	10	285	10	10	10	10	29	10	10	10	263	10	10	10	10	10	182	60	10	10	10	126	459	10	124	10	10	10	10	10	10	10	10	159	41	10	10	97	10	434	10	34	10	52	10
"40692_at"	10	1138	678	107	498	376	597	191	212	321	798	77	190	226	269	1390	430	425	271	10	1188	160	597	10	10	10	10	10	532	10	163	10	10	10	10	10	10	13	156	10	130	146	10	10	294	111	10	10	10	10	10	385	10	10	10	10	10	10	10	10	10	451	10	10	10	290	10	10	10	10	10	10
"40714_at"	10	301	13	10	113	10	136	536	169	222	259	10	10	469	64	10	156	10	10	10	450	10	882	212	611	10	23	10	217	10	10	125	331	10	10	10	390	10	12	10	109	91	107	10	532	10	10	10	10	10	10	49	366	756	676	244	10	987	677	258	556	218	338	10	10	184	765	379	519	753	651	10
"40715_at"	280.6	432	10	17	10	392	71	40	18	203	10	10	705	10	10	10	10	34	10	53	65	66	148	10	127	10	159	637	10	31	437	10	115	755	566	230	36	10	10	10	1313	134	2211	130	10	13	10	10	10	10	10	10	10	10	10	10	10	112	10	10	10	93	10	35	10	10	10	10	693	53	10	10
"40749_at"	1198.5	1484	521	698	1637	2307	304	1834	210	1303	20	933	6671	112	10	4024	217	2620	267	263	4729	1903	1490	482	61	10	10	1288	18	79	10	70	169	10	73	10	66	10	34	124	83	285	3778	14	116	137	634	10	467	10	10	10	147	10	10	133	10	10	10	10	10	10	10	10	10	112	149	10	10	10	10	10
"40753_at"	13.1	10	10	10	10	10	10	350	10	154	10	10	10	10	362	10	10	61	240	10	10	10	10	10	10	10	10	10	182	10	10	10	73	10	10	281	46	482	10	10	820	721	731	10	171	24	10	10	10	10	54	10	224	10	10	10	10	10	147	10	314	10	19	10	10	451	10	10	51	196	128	10
"40757_at"	143.5	430	93	219	168	805	155	473	286	142	1042	415	1599	5877	233	743	10	200	291	914	114	2607	482	44	703	80	10	787	338	10	171	413	176	5285	10	412	1329	577	27	10	10	3143	3939	53	387	54	15033	87	2713	12	402	577	253	6881	10	10	10	10	956	10	10	10	10	10	57	144	124	93	146	10	10	10
"40762_g_at"	331	30	10	116	280	10	485	10	10	154	710	308	10	10	138	587	10	10	10	10	414	10	10	10	339	1166	368	10	10	656	639	10	10	423	10	303	295	10	127	767	608	1142	10	987	10	30	165	230	387	259	352	1808	34	228	10	692	10	10	473	571	10	767	323	552	1693	10	471	10	1394	10	657	781
"41027_at"	29.4	33	10	10	10	10	10	23	10	10	10	10	10	10	10	15	10	10	21	14	10	20	38	37	36	41	77	10	20	10	10	11	56	29	49	10	10	19	29	38	56	10	19	21	91	342	250	10	10	109	12	10	1143	1597	10	64	2657	47	781	119	10	1225	115	10	10	161	3556	4968	10	153	35	27
"41043_at"	347.5	292	10	34	311	321	340	10	251	560	10	381	13	10	10	10	56	10	416	10	10	657	197	228	10	10	10	10	10	10	10	10	81	10	284	10	10	10	10	10	164	10	370	10	10	10	10	10	10	10	10	10	10	171	10	10	10	495	10	526	10	10	10	10	10	828	10	621	833	1033	10	10
"41044_at"	102.5	95	10	100	206	59	33	27	170	170	286	82	19	336	161	537	10	195	372	137	33	233	47	83	145	11	212	37	10	43	60	27	10	182	10	253	63	10	10	142	127	10	133	186	35	10	28	10	10	10	10	19	10	77	546	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"41045_at"	10	10	10	10	10	10	10	10	10	10	72	10	68	10	61	10	46	10	10	10	102	10	10	108	10	22	10	10	10	10	10	10	10	496	10	10	66	364	26	10	183	192	789	10	10	10	27	141	62	546	10	195	10	10	10	10	604	51	1053	10	1295	73	10	10	4501	10	307	10	2541	10	56	10
"41053_at"	10	216	10	10	178	142	321	159	206	20	10	15	25	43	252	10	10	204	424	205	10	196	286	10	79	68	278	10	10	37	102	74	10	10	10	157	135	10	10	131	564	409	10	229	10	92	10	10	10	10	10	10	10	187	10	10	152	10	10	10	10	162	51	10	10	10	126	10	349	10	98	10
"41059_at"	70.9	10	10	272	119	94	83	56	10	147	10	317	520	10	98	40	329	10	10	675	10	10	10	10	10	290	10	308	10	71	99	10	10	190	10	10	10	360	10	10	1125	10	391	627	10	30	526	50	30	10	10	346	10	16	10	580	10	10	10	10	703	416	958	108	1091	10	10	31	353	10	234	111
"41068_at"	326.8	141	10	392	451	98	26	91	243	426	206	304	10	10	84	414	292	332	100	10	517	58	10	337	136	95	10	10	570	10	31	96	682	10	32	10	92	552	149	10	10	10	10	124	10	10	10	10	10	10	10	221	10	10	10	10	10	10	10	10	10	10	10	10	73	10	10	10	10	10	10	10
"41072_at"	43.7	10	44	48	10	10	66	31	10	10	10	10	10	262	10	125	326	50	10	10	10	281	10	60	10	109	10	10	63	133	244	81	57	10	10	292	10	182	10	155	179	10	10	10	344	10	91	157	10	22	10	43	10	274	238	29	10	89	732	136	10	10	68	371	10	10	207	235	122	326	10	116
"41073_at"	10	500	199	1059	1060	19	165	10	10	1177	494	282	10	241	60	10	1926	469	117	405	10	239	23	10	10	10	10	10	10	10	10	10	10	10	10	166	10	10	10	10	10	197	10	10	10	10	10	10	10	10	10	21	10	10	10	10	10	22	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"41082_at"	116.2	216	10	10	382	219	10	10	202	99	165	10	10	81	10	10	10	44	56	105	27	117	10	16	35	59	31	47	10	10	10	46	10	343	137	16	10	10	300	128	133	10	10	209	47	86	124	10	10	10	90	10	39	50	196	296	85	206	10	10	10	10	10	10	69	28	10	10	10	55	66	10
"41088_at"	10.7	77	10	10	52	47	42	10	10	10	36	10	10	102	53	10	10	37	10	50	15	56	107	10	10	163	183	10	10	10	10	10	10	26	64	10	40	10	276	10	213	10	36	10	85	161	262	10	10	10	88	134	181	241	10	382	91	23	117	533	165	10	899	10	168	169	66	203	85	10	290	10
"41107_at"	10	10	17	10	10	15	10	10	101	108	802	386	273	10	169	206	10	10	10	10	329	325	365	36	10	20	10	230	284	10	224	166	319	10	28	279	96	311	92	170	777	165	431	10	678	10	93	10	209	10	23	10	27	10	10	1076	10	10	140	10	10	10	82	25	11	1215	40	10	38	46	10	10
"41112_at"	10	185	10	10	36	216	381	44	455	165	30	10	84	326	10	147	10	187	261	128	53	10	246	10	10	10	44	10	10	10	10	10	19	479	95	124	10	10	84	40	10	10	302	494	137	10	167	10	10	127	181	10	68	10	10	10	10	10	10	10	10	10	118	10	10	10	10	187	213	304	10	10
"41365_at"	10	91	35	10	322	230	132	10	10	10	10	10	10	10	10	10	10	10	10	539	214	10	72	233	314	10	10	10	10	263	461	28	10	456	238	10	10	10	426	127	294	10	10	10	772	460	703	194	10	34	556	10	246	515	358	596	499	520	10	338	247	363	10	182	10	832	400	758	570	586	453	374
"41385_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1889	10	214	10	10	10	10	1725	10	99	10	10	160	10	10	10	10	10	73	10	73	10	319	10	10	10	10	10	10	33	141	4083	10	378	10	10	10	10	10
"41426_at"	10	454	10	117	10	128	531	367	271	1008	10	60	10	10	1119	10	590	136	823	10	10	10	10	10	136	10	10	10	10	158	10	10	10	10	10	10	443	10	10	10	10	10	88	10	10	10	10	10	10	10	10	29	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	327	10	10	10	10
"41439_at"	833.1	836	248	1785	540	1140	958	1127	10	10	1055	355	505	10	10	10	208	111	493	269	58	10	948	582	10	69	10	10	10	44	10	10	69	57	10	10	10	10	89	10	65	10	10	10	28	10	10	139	69	314	89	13	205	971	109	10	154	10	22	69	10	218	73	10	122	114	37	92	105	10	20	90
"41446_f_at"	10	10	10	10	10	10	10	10	1828	10	10	221	10	904	1141	4656	2101	1207	10	76	8381	1526	10	815	1725	4363	547	10	4718	10	10	4219	668	2899	996	634	4507	7199	10	2844	1420	3520	4108	10	4595	1263	5200	10	10	10	11713	7161	10	10	7550	4485	1000	4940	47	10	1063	973	4726	3832	4162	9062	16000	267	830	10	10	10
"41455_at"	158.5	630	125	10	302	345	895	596	10	10	940	67	117	10	10	1949	31	75	219	657	347	10	275	154	21	13	90	99	24	157	70	10	10	10	32	31	10	60	10	10	16	10	10	10	199	227	10	10	10	10	10	10	71	10	10	10	10	10	121	10	51	82	10	10	10	85	70	10	10	155	10	10
"41456_at"	10	155	10	271	10	24	292	10	179	135	82	64	12	10	102	274	120	350	323	10	10	116	10	10	185	76	84	293	321	79	88	57	282	481	292	10	110	22	10	92	10	425	73	168	10	10	10	10	10	10	165	227	10	10	10	10	10	10	10	10	596	10	10	593	78	293	10	338	751	10	10	752
"41475_at"	263.4	385	10	10	196	333	415	186	345	355	98	10	10	106	10	10	3171	10	10	1114	1054	170	580	10	10	123	10	10	10	10	10	10	10	10	10	10	10	10	590	267	2410	10	10	10	286	407	10	10	10	1473	511	67	199	10	200	1483	3264	6036	10	60	3028	651	3601	4161	1815	7555	527	10	10	10	48	10
"41478_at"	587.2	603	71	24	124	803	1139	318	10	758	10	10	209	373	10	10	214	10	10	1699	14	178	332	120	220	140	986	75	676	10	635	10	10	585	86	606	67	233	54	814	257	913	608	2481	10	10	10	10	10	147	16	10	218	33	154	10	139	10	10	187	10	10	10	10	10	246	10	88	10	176	10	10
"41610_at"	10	10	188	10	10	10	129	145	2550	186	36	74	10	699	2782	63	33	90	103	474	10	4035	10	10	10	10	10	60	92	10	10	10	76	10	10	299	10	562	10	10	146	166	10	84	179	10	10	83	126	10	99	427	626	270	10	10	10	153	134	132	86	10	146	358	120	149	10	10	175	301	699	607
